id,ワクチン,モデルナ,ファイザー,オミクロン
61de9803be28970da6b1b1a1,1,0,0,0
61de9803be28970da6b1b1a2,1,0,0,0
61de9803be28970da6b1b1a3,1,0,0,0
61de9803be28970da6b1b1a4,1,0,0,0
61de9803be28970da6b1b1a5,1,0,0,0
61de9803be28970da6b1b1a6,1,0,0,0
61de9803be28970da6b1b1a7,1,0,0,0
61de9803be28970da6b1b1a8,1,0,0,0
61de9803be28970da6b1b1a9,1,0,0,0
61de9803be28970da6b1b1aa,1,1,0,1
61de9803be28970da6b1b1ab,1,0,0,0
61de9803be28970da6b1b1ac,1,0,0,0
61de9803be28970da6b1b1ad,1,0,0,0
61de9803be28970da6b1b1ae,1,0,0,0
61de9803be28970da6b1b1af,1,0,1,0
61de9803be28970da6b1b1b0,1,0,0,0
61de9803be28970da6b1b1b1,1,0,0,0
61de9803be28970da6b1b1b2,1,0,0,0
61de9803be28970da6b1b1b3,1,0,0,0
61de9803be28970da6b1b1b4,1,0,0,0
61de9803be28970da6b1b1b5,1,0,0,1
61de9803be28970da6b1b1b6,1,0,0,0
61de9803be28970da6b1b1b7,1,0,0,0
61de9803be28970da6b1b1b8,1,0,0,1
61de9803be28970da6b1b1b9,1,0,0,0
61de9803be28970da6b1b1ba,1,0,0,0
61de9803be28970da6b1b1bb,1,0,0,0
61de9803be28970da6b1b1bc,1,0,0,0
61de9803be28970da6b1b1bd,1,0,0,0
61de9803be28970da6b1b1be,1,0,0,0
61de9803be28970da6b1b1bf,1,0,0,0
61de9803be28970da6b1b1c0,1,0,0,0
61de9803be28970da6b1b1c1,1,0,0,0
61de9803be28970da6b1b1c2,1,0,0,0
61de9803be28970da6b1b1c3,1,0,0,0
61de9803be28970da6b1b1c4,1,0,0,0
61de9803be28970da6b1b1c5,1,1,0,1
61de9803be28970da6b1b1c6,1,0,0,1
61de9803be28970da6b1b1c7,1,0,0,0
61de9803be28970da6b1b1c8,1,0,0,0
61de9803be28970da6b1b1c9,1,0,0,0
61de9803be28970da6b1b1ca,1,0,0,0
61de9803be28970da6b1b1cb,1,0,0,0
61de9803be28970da6b1b1cc,1,0,0,0
61de9803be28970da6b1b1cd,1,0,0,1
61de9803be28970da6b1b1ce,1,0,0,0
61de9804be28970da6b1b1d0,1,0,0,0
61de9804be28970da6b1b1d1,1,0,0,0
61de9804be28970da6b1b1d2,1,0,0,0
61de9804be28970da6b1b1d3,1,0,0,1
61de9804be28970da6b1b1d4,1,0,0,0
61de9804be28970da6b1b1d5,1,0,0,0
61de9804be28970da6b1b1d6,1,0,0,1
61de9804be28970da6b1b1d7,1,0,0,0
61de9804be28970da6b1b1d8,1,0,0,0
61de9804be28970da6b1b1d9,1,0,0,0
61de9804be28970da6b1b1da,1,0,0,1
61de9804be28970da6b1b1db,1,0,0,0
61de9804be28970da6b1b1dc,1,0,1,0
61de9804be28970da6b1b1dd,1,0,0,0
61de9804be28970da6b1b1de,1,0,0,0
61de9804be28970da6b1b1df,1,0,0,0
61de9804be28970da6b1b1e0,1,0,0,1
61de9804be28970da6b1b1e1,1,0,0,0
61de9804be28970da6b1b1e2,1,0,0,0
61de9804be28970da6b1b1e3,1,0,0,0
61de9804be28970da6b1b1e4,1,0,0,0
61de9804be28970da6b1b1e5,1,0,0,0
61de9804be28970da6b1b1e6,1,0,0,0
61de9804be28970da6b1b1e7,1,1,0,1
61de9804be28970da6b1b1e8,1,0,0,0
61de9804be28970da6b1b1e9,1,0,0,0
61de9804be28970da6b1b1ea,1,0,0,1
61de9804be28970da6b1b1eb,1,0,0,0
61de9804be28970da6b1b1ec,1,0,0,0
61de9804be28970da6b1b1ed,1,0,0,0
61de9805be28970da6b1b1ef,1,0,0,0
61de9805be28970da6b1b1f0,1,0,0,0
61de9805be28970da6b1b1f1,1,0,0,0
61de9805be28970da6b1b1f2,1,0,0,0
61de9805be28970da6b1b1f3,1,0,0,0
61de9805be28970da6b1b1f4,1,0,0,0
61de9805be28970da6b1b1f5,1,0,0,0
61de9805be28970da6b1b1f6,1,0,0,0
61de9806be28970da6b1b1f8,1,0,0,0
61de9806be28970da6b1b1f9,1,0,0,0
61de9806be28970da6b1b1fa,1,0,0,0
61de9806be28970da6b1b1fb,1,1,1,0
61de9806be28970da6b1b1fc,1,0,0,0
61de9806be28970da6b1b1fd,1,0,0,1
61de9806be28970da6b1b1fe,1,0,0,0
61de9806be28970da6b1b1ff,1,0,0,0
61de9806be28970da6b1b200,1,0,0,0
61de9806be28970da6b1b201,1,0,0,0
61de9806be28970da6b1b202,1,0,0,0
61de9806be28970da6b1b203,1,0,0,0
61de9806be28970da6b1b204,1,1,0,1
61de9806be28970da6b1b205,1,0,0,0
61de9806be28970da6b1b206,1,0,0,0
61de9806be28970da6b1b207,1,0,0,0
61de9806be28970da6b1b208,1,0,0,0
61de9806be28970da6b1b209,1,0,0,0
61de9806be28970da6b1b20a,1,0,0,0
61de9806be28970da6b1b20b,1,0,0,0
61de9806be28970da6b1b20c,1,0,0,1
61de9806be28970da6b1b20d,1,0,0,1
61de9806be28970da6b1b20e,1,0,0,0
61de9806be28970da6b1b20f,1,0,0,0
61de9806be28970da6b1b210,1,0,0,0
61de9806be28970da6b1b211,1,0,0,0
61de9806be28970da6b1b212,1,0,1,1
61de9806be28970da6b1b213,1,0,0,1
61de9807be28970da6b1b215,1,0,0,0
61de9807be28970da6b1b216,1,0,0,0
61de9807be28970da6b1b217,1,0,0,0
61de9807be28970da6b1b218,1,0,0,0
61de9807be28970da6b1b219,1,0,0,0
61de9807be28970da6b1b21a,1,0,0,0
61de9807be28970da6b1b21b,1,0,0,0
61de9807be28970da6b1b21c,1,0,0,0
61de9807be28970da6b1b21d,1,0,0,0
61de9807be28970da6b1b21e,1,0,0,0
61de9807be28970da6b1b21f,0,0,0,0
61de9807be28970da6b1b220,1,0,0,0
61de9807be28970da6b1b221,1,0,0,0
61de9807be28970da6b1b222,1,0,0,0
61de9807be28970da6b1b223,1,0,0,1
61de9807be28970da6b1b224,1,0,0,1
61de9807be28970da6b1b225,1,0,0,0
61de9807be28970da6b1b226,1,0,0,0
61de9807be28970da6b1b227,1,0,0,0
61de9807be28970da6b1b228,1,0,0,0
61de9807be28970da6b1b229,1,0,0,1
61de9807be28970da6b1b22a,1,0,0,0
61de9807be28970da6b1b22b,1,0,0,0
61de9807be28970da6b1b22c,1,0,0,0
61de9807be28970da6b1b22d,1,0,0,0
61de9807be28970da6b1b22e,1,0,0,0
61de9807be28970da6b1b22f,1,0,0,0
61de9807be28970da6b1b230,1,0,0,0
61de9807be28970da6b1b231,1,0,0,0
61de9807be28970da6b1b232,1,0,0,0
61de9808be28970da6b1b234,1,0,0,0
61de9808be28970da6b1b235,1,0,0,1
61de9808be28970da6b1b236,1,0,0,0
61de9808be28970da6b1b237,1,0,0,0
61de9808be28970da6b1b238,1,0,0,0
61de9808be28970da6b1b239,1,0,0,0
61de9808be28970da6b1b23a,1,0,0,0
61de9808be28970da6b1b23b,1,0,0,0
61de9808be28970da6b1b23c,1,0,0,0
61de9808be28970da6b1b23d,1,0,0,0
61de9808be28970da6b1b23e,1,0,0,0
61de9808be28970da6b1b23f,1,0,0,0
61de9808be28970da6b1b240,1,0,0,0
61de9808be28970da6b1b241,1,0,0,0
61de9808be28970da6b1b242,1,0,0,0
61de9808be28970da6b1b243,1,0,0,0
61de9808be28970da6b1b244,1,0,1,1
61de9808be28970da6b1b245,1,0,0,0
61de9808be28970da6b1b246,1,0,0,0
61de9808be28970da6b1b247,1,0,0,0
61de9808be28970da6b1b248,1,0,0,0
61de9808be28970da6b1b249,1,0,0,0
61de9808be28970da6b1b24a,1,0,0,0
61de9808be28970da6b1b24b,1,0,0,0
61de9808be28970da6b1b24c,1,0,0,0
61de9808be28970da6b1b24d,1,0,0,0
61de9808be28970da6b1b24e,1,0,0,0
61de9808be28970da6b1b24f,1,0,0,0
61de9808be28970da6b1b250,1,0,0,0
61de9808be28970da6b1b251,1,0,0,0
61de9808be28970da6b1b252,1,0,0,1
61de9808be28970da6b1b253,1,0,0,0
61de9808be28970da6b1b254,1,0,0,0
61de9808be28970da6b1b255,1,0,0,0
61de9808be28970da6b1b256,1,0,0,0
61de9808be28970da6b1b257,1,0,0,0
61de9808be28970da6b1b258,1,0,0,0
61de9808be28970da6b1b259,1,0,0,0
61de9808be28970da6b1b25a,1,0,0,0
61de9808be28970da6b1b25b,1,0,0,0
61de9808be28970da6b1b25c,1,0,0,0
61de9808be28970da6b1b25d,1,0,0,0
61de9808be28970da6b1b25e,1,0,0,0
61de9808be28970da6b1b25f,1,0,0,0
61de9808be28970da6b1b260,1,0,0,0
61de980abe28970da6b1b262,1,0,0,0
61de980abe28970da6b1b263,1,0,0,0
61de980abe28970da6b1b264,1,1,0,1
61de980abe28970da6b1b265,1,0,0,0
61de980abe28970da6b1b266,1,0,0,0
61de980abe28970da6b1b267,1,0,0,0
61de980abe28970da6b1b268,1,0,0,0
61de980abe28970da6b1b269,1,0,0,0
61de980abe28970da6b1b26a,1,0,0,0
61de980abe28970da6b1b26b,1,0,0,0
61de980abe28970da6b1b26c,1,0,0,0
61de980abe28970da6b1b26d,1,0,0,0
61de980abe28970da6b1b26e,1,0,0,1
61de980abe28970da6b1b26f,1,0,0,0
61de980abe28970da6b1b270,1,0,0,0
61de980abe28970da6b1b271,1,0,0,0
61de980abe28970da6b1b272,1,0,0,0
61de980abe28970da6b1b273,1,0,0,0
61de980abe28970da6b1b274,1,0,0,0
61de980abe28970da6b1b275,1,0,0,1
61de980abe28970da6b1b276,1,0,0,0
61de980abe28970da6b1b277,1,0,0,0
61de980abe28970da6b1b278,1,0,0,1
61de980abe28970da6b1b279,1,0,0,0
61de980abe28970da6b1b27a,1,0,0,0
61de980abe28970da6b1b27b,1,0,0,0
61de980abe28970da6b1b27c,1,0,0,1
61de980abe28970da6b1b27d,1,0,0,0
61de980abe28970da6b1b27e,1,0,0,0
61de980abe28970da6b1b27f,1,0,0,0
61de980abe28970da6b1b280,1,0,0,0
61de980abe28970da6b1b281,1,0,0,1
61de980abe28970da6b1b282,1,0,0,1
61de980abe28970da6b1b283,1,0,0,0
61de980abe28970da6b1b284,1,1,0,0
61de980abe28970da6b1b285,1,0,0,0
61de980abe28970da6b1b286,1,0,0,0
61de980bbe28970da6b1b288,1,0,0,0
61de980bbe28970da6b1b289,1,0,0,0
61de980bbe28970da6b1b28a,1,0,0,0
61de980bbe28970da6b1b28b,1,0,0,0
61de980bbe28970da6b1b28c,1,0,0,0
61de980bbe28970da6b1b28d,1,0,0,0
61de980bbe28970da6b1b28e,1,0,0,0
61de980bbe28970da6b1b28f,1,0,0,0
61de980bbe28970da6b1b290,1,0,0,0
61de980bbe28970da6b1b291,1,0,0,0
61de980bbe28970da6b1b292,1,0,0,0
61de980bbe28970da6b1b293,1,0,0,0
61de980bbe28970da6b1b294,1,0,1,0
61de980bbe28970da6b1b295,1,0,0,0
61de980bbe28970da6b1b296,1,0,0,0
61de980bbe28970da6b1b297,1,0,0,0
61de980bbe28970da6b1b298,1,0,0,0
61de980bbe28970da6b1b299,1,0,0,0
61de980bbe28970da6b1b29a,1,0,0,0
61de980bbe28970da6b1b29b,1,0,0,1
61de980bbe28970da6b1b29c,1,0,0,0
61de980bbe28970da6b1b29d,1,0,0,0
61de980bbe28970da6b1b29e,1,0,0,1
61de980bbe28970da6b1b29f,1,0,0,0
61de980bbe28970da6b1b2a0,1,0,0,0
61de980bbe28970da6b1b2a1,1,0,0,0
61de980bbe28970da6b1b2a2,1,0,0,0
61de980bbe28970da6b1b2a3,1,0,0,0
61de980bbe28970da6b1b2a4,1,0,0,1
61de980bbe28970da6b1b2a5,1,0,0,0
61de980bbe28970da6b1b2a6,1,0,0,0
61de980bbe28970da6b1b2a7,1,0,0,0
61de980bbe28970da6b1b2a8,1,0,0,1
61de980bbe28970da6b1b2a9,1,0,0,0
61de980bbe28970da6b1b2aa,1,0,0,0
61de980bbe28970da6b1b2ab,1,0,0,0
61de980bbe28970da6b1b2ac,1,0,0,0
61de980bbe28970da6b1b2ad,1,0,0,0
61de980bbe28970da6b1b2ae,1,0,0,0
61de980bbe28970da6b1b2af,1,0,0,0
61de980bbe28970da6b1b2b0,1,0,0,0
61de980bbe28970da6b1b2b1,1,0,0,0
61de980cbe28970da6b1b2b3,1,0,0,0
61de980cbe28970da6b1b2b4,1,0,0,0
61de980cbe28970da6b1b2b5,1,0,0,0
61de980cbe28970da6b1b2b6,1,0,0,0
61de980cbe28970da6b1b2b7,1,0,0,0
61de980cbe28970da6b1b2b8,1,0,0,0
61de980cbe28970da6b1b2b9,1,0,0,0
61de980cbe28970da6b1b2ba,1,0,0,0
61de980cbe28970da6b1b2bb,1,0,0,0
61de980cbe28970da6b1b2bc,1,0,0,0
61de980cbe28970da6b1b2bd,1,0,0,0
61de980cbe28970da6b1b2be,1,0,0,0
61de980cbe28970da6b1b2bf,1,0,0,0
61de980cbe28970da6b1b2c0,1,0,0,0
61de980cbe28970da6b1b2c1,1,0,0,1
61de980cbe28970da6b1b2c2,1,0,0,0
61de980cbe28970da6b1b2c3,1,0,0,0
61de980cbe28970da6b1b2c4,1,0,0,0
61de980cbe28970da6b1b2c5,1,0,0,0
61de980cbe28970da6b1b2c6,1,0,0,0
61de980cbe28970da6b1b2c7,1,0,0,0
61de980cbe28970da6b1b2c8,1,0,0,1
61de980cbe28970da6b1b2c9,1,0,0,0
61de980cbe28970da6b1b2ca,1,0,0,0
61de980cbe28970da6b1b2cb,1,0,0,0
61de980cbe28970da6b1b2cc,1,0,0,0
61de980cbe28970da6b1b2cd,1,0,0,1
61de980cbe28970da6b1b2ce,1,0,0,0
61de980cbe28970da6b1b2cf,1,0,0,0
61de980cbe28970da6b1b2d0,1,0,0,1
61de980cbe28970da6b1b2d1,1,0,0,0
61de980cbe28970da6b1b2d2,1,0,0,0
61de980cbe28970da6b1b2d3,1,0,0,0
61de980cbe28970da6b1b2d4,1,0,0,0
61de980cbe28970da6b1b2d5,1,0,0,0
61de980cbe28970da6b1b2d6,1,0,0,0
61de980cbe28970da6b1b2d7,1,0,0,0
61de980cbe28970da6b1b2d8,1,0,0,0
61de980cbe28970da6b1b2d9,1,0,0,1
61de980cbe28970da6b1b2da,1,0,0,0
61de980cbe28970da6b1b2db,1,0,0,0
61de980cbe28970da6b1b2dc,1,0,0,0
61de980cbe28970da6b1b2dd,1,0,0,0
61de980cbe28970da6b1b2de,1,0,0,0
61de980cbe28970da6b1b2df,1,0,0,0
61de980dbe28970da6b1b2e1,1,0,0,0
61de980dbe28970da6b1b2e2,1,0,0,0
61de980dbe28970da6b1b2e3,1,0,0,0
61de980dbe28970da6b1b2e4,1,0,0,0
61de980dbe28970da6b1b2e5,1,0,0,0
61de980dbe28970da6b1b2e6,1,0,0,1
61de980dbe28970da6b1b2e7,1,0,0,0
61de980dbe28970da6b1b2e8,1,0,0,0
61de980dbe28970da6b1b2e9,1,0,0,0
61de980dbe28970da6b1b2ea,1,0,0,0
61de980dbe28970da6b1b2eb,1,0,0,0
61de980dbe28970da6b1b2ec,1,0,0,0
61de980dbe28970da6b1b2ed,1,0,0,0
61de980dbe28970da6b1b2ee,1,0,0,0
61de980dbe28970da6b1b2ef,1,0,0,0
61de980dbe28970da6b1b2f0,1,0,0,0
61de980dbe28970da6b1b2f1,1,0,0,0
61de980dbe28970da6b1b2f2,1,0,0,0
61de980dbe28970da6b1b2f3,1,0,0,0
61de980dbe28970da6b1b2f4,1,0,0,0
61de980dbe28970da6b1b2f5,1,0,0,0
61de980dbe28970da6b1b2f6,1,0,0,0
61de980dbe28970da6b1b2f7,1,0,0,0
61de980dbe28970da6b1b2f8,1,0,0,0
61de980dbe28970da6b1b2f9,1,0,0,0
61de980dbe28970da6b1b2fa,1,0,0,0
61de980dbe28970da6b1b2fb,1,0,0,0
61de980dbe28970da6b1b2fc,1,0,0,0
61de980dbe28970da6b1b2fd,1,0,0,0
61de980dbe28970da6b1b2fe,1,0,0,0
61de980dbe28970da6b1b2ff,1,0,0,0
61de980dbe28970da6b1b300,1,0,0,1
61de980dbe28970da6b1b301,1,0,0,0
61de980dbe28970da6b1b302,1,0,0,1
61de980dbe28970da6b1b303,1,0,0,0
61de980dbe28970da6b1b304,1,0,0,0
61de980dbe28970da6b1b305,1,0,0,0
61de980dbe28970da6b1b306,1,0,0,0
61de980dbe28970da6b1b307,1,0,0,0
61de980dbe28970da6b1b308,1,0,0,0
61de980dbe28970da6b1b309,1,0,0,0
61de980dbe28970da6b1b30a,1,0,0,1
61de980dbe28970da6b1b30b,1,0,0,0
61de980dbe28970da6b1b30c,1,0,0,0
61de980dbe28970da6b1b30d,1,0,0,0
61de980dbe28970da6b1b30e,1,0,0,0
61de980ebe28970da6b1b310,1,0,0,0
61de980ebe28970da6b1b311,1,0,0,0
61de980ebe28970da6b1b312,1,0,0,0
61de980ebe28970da6b1b313,1,0,0,0
61de980ebe28970da6b1b314,1,0,0,0
61de980ebe28970da6b1b315,1,0,0,0
61de980ebe28970da6b1b316,1,0,0,0
61de980ebe28970da6b1b317,1,0,0,1
61de980ebe28970da6b1b318,1,0,0,0
61de980ebe28970da6b1b319,1,0,0,0
61de980ebe28970da6b1b31a,1,0,0,0
61de980ebe28970da6b1b31b,1,0,0,0
61de980ebe28970da6b1b31c,1,0,0,1
61de980ebe28970da6b1b31d,1,0,0,0
61de980ebe28970da6b1b31e,1,0,0,0
61de980ebe28970da6b1b31f,1,0,0,0
61de980ebe28970da6b1b320,1,0,0,1
61de980ebe28970da6b1b321,1,0,0,0
61de980ebe28970da6b1b322,1,0,0,0
61de980ebe28970da6b1b323,1,0,0,0
61de980ebe28970da6b1b324,1,0,0,0
61de980ebe28970da6b1b325,1,0,0,0
61de980ebe28970da6b1b326,1,0,0,0
61de980ebe28970da6b1b327,1,0,0,0
61de980ebe28970da6b1b328,1,0,0,0
61de980ebe28970da6b1b329,1,0,0,1
61de980ebe28970da6b1b32a,1,0,0,1
61de980ebe28970da6b1b32b,1,0,0,0
61de980ebe28970da6b1b32c,1,0,0,0
61de980ebe28970da6b1b32d,1,0,0,0
61de980ebe28970da6b1b32e,1,0,0,0
61de980ebe28970da6b1b32f,1,0,0,0
61de980ebe28970da6b1b330,1,0,0,1
61de980ebe28970da6b1b331,1,0,0,0
61de980ebe28970da6b1b332,1,0,0,1
61de980ebe28970da6b1b333,1,0,0,0
61de980ebe28970da6b1b334,1,1,0,1
61de980fbe28970da6b1b336,1,0,0,0
61de980fbe28970da6b1b337,1,0,0,0
61de980fbe28970da6b1b338,1,0,0,0
61de980fbe28970da6b1b339,1,1,0,0
61de980fbe28970da6b1b33a,1,0,0,0
61de980fbe28970da6b1b33b,1,0,0,0
61de980fbe28970da6b1b33c,1,0,0,0
61de980fbe28970da6b1b33d,1,0,0,0
61de980fbe28970da6b1b33e,1,0,0,0
61de980fbe28970da6b1b33f,1,0,0,0
61de980fbe28970da6b1b340,1,0,0,0
61de980fbe28970da6b1b341,1,0,0,0
61de980fbe28970da6b1b342,1,0,0,0
61de980fbe28970da6b1b343,1,0,0,0
